title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
"The Book of Mormon Movie, Volume 1: The Journey",2003-09-12,120.0,2000000,1672730,0.079856,5.0,2.0,-2327270
Caffeinated,2015-01-31,80.0,200000,0,0.020813,0.0,0.0,-400000
Erebus: Operation Overdue,2014-07-13,72.0,0,0,0.074004,7.0,1.0,0
Citizen Soldier,2016-08-05,105.0,0,0,0.871518,6.3,3.0,0
The Phone Call,2013-10-01,20.0,0,0,0.488354,7.5,11.0,0
The One,2011-10-07,90.0,0,0,0.199472,5.2,3.0,0
Last Summer,2013-05-16,73.0,0,0,1.547286,7.0,10.0,0
Coaching Colburn,2015-10-25,16.0,0,0,0.027302,0.0,0.0,0
Lassedio dellAlcazar,1940-01-02,0.0,0,0,0.321393,6.0,1.0,0
DC Super Hero Girls: Hero of the Year,2016-08-09,72.0,0,0,1.402798,4.8,11.0,0
Invoked,2015-08-17,85.0,0,0,0.288275,3.2,7.0,0
Hacksaw Ridge,2016-10-07,140.0,40000000,175302354,21.037699,7.8,3294.0,95302354
Archive 253,2015-02-05,79.0,0,0,0.996435,4.2,11.0,0
Night of the Wild,2015-10-03,86.0,0,0,0.698984,3.5,12.0,0
David Cross: Making America Great Again,2016-08-06,74.0,0,0,0.41566,7.0,8.0,0
Espace détente,2005-02-02,102.0,0,0,1.63577,4.1,19.0,0
Paanch,2003-01-01,130.0,0,0,0.189724,6.3,3.0,0
Rat Fever,2012-06-22,90.0,0,0,0.01,0.0,0.0,0
Other People,2016-09-09,97.0,0,93000,3.069108,6.7,58.0,93000
The First Annual On Cinema Oscar Special,2013-02-24,110.0,0,0,0.010602,0.0,0.0,0
Travis,2004-01-01,12.0,0,0,0.39691,6.7,3.0,0
Out of My Hand,2015-02-14,87.0,0,0,0.226631,7.3,4.0,0
The Crazy Family,1984-06-24,102.0,0,0,0.002001,6.4,7.0,0
School in the Crosshairs,1981-07-11,90.0,0,0,0.005351,4.0,2.0,0
Kill,2008-12-06,82.0,0,0,0.165694,2.0,1.0,0
Ode,1999-06-09,48.0,0,0,0.084657,7.0,1.0,0
People of a Feather,2012-04-20,90.0,0,0,0.085595,10.0,1.0,0
Mostly Ghostly 3: One Night in Doom House,2016-09-06,89.0,0,0,0.969886,4.4,8.0,0
Getulio,2014-05-01,100.0,0,0,0.732663,6.6,10.0,0
The Star of Bethlehem,2007-10-23,63.0,0,0,0.007207,0.0,0.0,0
Black Test Car,1962-06-30,95.0,0,0,0.100765,4.0,2.0,0
Tropicália,2012-09-14,87.0,0,0,0.52459,6.5,5.0,0
City 40,2016-04-28,89.0,0,0,0.667225,6.1,9.0,0
"Detective Bureau 2-3: Go to Hell, Bastards!",1963-01-27,89.0,0,0,0.567631,7.3,3.0,0
The King of Pigs,2011-11-03,97.0,130000,0,0.801462,6.2,16.0,-260000
Siccîn,2014-09-26,96.0,0,0,0.460433,5.3,3.0,0
Fall of Ming,2013-10-24,0.0,0,0,0.459709,5.3,3.0,0
Siccin 3: Cürmü Ask,2016-09-02,87.0,0,0,0.133286,10.0,2.0,0
Rampage: Capital Punishment,2014-07-19,93.0,0,0,7.733723,5.4,92.0,0
Rampage: President Down,2016-08-26,0.0,0,0,2.701186,5.1,37.0,0
It Doesnt Hurt Me,2006-06-08,101.0,0,1110566,1.238971,5.9,9.0,1110566
Me Too,2012-09-07,89.0,0,0,1.375641,5.5,10.0,0
Dirty Hands,1975-01-01,121.0,0,0,1.301798,5.9,9.0,0
Breakthrough,1979-03-01,111.0,0,0,0.981224,6.8,4.0,0
That Summer of White Roses,1989-01-01,99.0,0,0,0.723459,5.0,1.0,0
Animals with the Tollkeeper,1998-01-06,103.0,0,0,1.225377,5.0,1.0,0
Legacy,1998-10-09,105.0,0,0,0.391822,6.0,1.0,0
Shiloh 2: Shiloh Season,1999-07-02,96.0,0,0,0.530506,6.2,6.0,0
Final Flesh,2009-11-17,71.0,0,0,0.208257,6.8,4.0,0
Gringuito,1998-01-01,100.0,0,0,0.001177,0.0,0.0,0
John Henry,2000-05-27,10.0,0,0,1.563748,7.1,18.0,0
Lorenzo,2004-03-06,5.0,0,0,1.161778,6.8,14.0,0
How to Hook Up Your Home Theater,2007-12-21,6.0,0,0,2.325702,7.8,17.0,0
Tick Tock Tale,2010-06-10,6.0,0,0,0.781356,8.1,18.0,0
Our Tropical Island,2001-10-12,100.0,0,0,0.729285,6.2,5.0,0
For the Love of Spock,2016-09-09,105.0,0,0,3.087962,7.8,48.0,0
Los Punks: We Are All We Have,2016-01-22,79.0,0,0,0.107496,5.0,2.0,0
Toro,2016-04-22,105.0,4000000,0,2.197914,5.5,40.0,-8000000
"Kiki, Love to Love",2016-04-01,102.0,0,0,5.248189,6.4,93.0,0
Hail the Judge,1994-01-01,106.0,0,0,1.290828,7.4,12.0,0
Summer of 8,2016-04-26,88.0,0,0,1.616992,7.4,18.0,0
Bogart: The Untold Story,1997-01-05,46.0,0,0,0.001723,0.0,0.0,0
Salam Neighbor,2015-06-20,75.0,0,0,0.096894,8.3,2.0,0
Lovely Man,2011-09-30,76.0,0,0,0.060637,5.0,1.0,0
Adventures in the Sin Bin,2012-06-08,101.0,0,0,0.70529,5.4,9.0,0
My Lonely Me,2015-08-19,95.0,0,0,0.193619,0.0,0.0,0
The Most Beautiful Day,2016-02-25,113.0,0,0,3.80694,7.0,60.0,0
Over the Garden Wall,2014-11-03,110.0,0,0,2.802111,8.2,52.0,0
Doc Martin and the Legend of the Cloutie,2003-04-30,75.0,0,0,0.517872,4.6,7.0,0
Going Down in Morocco,1989-04-11,83.0,0,0,0.562708,5.6,9.0,0
El Paso,1949-03-22,103.0,0,0,2.337457,5.5,2.0,0
"Joe Smith, American",1942-02-01,63.0,0,0,0.078247,5.0,1.0,0
Nazi Agent,1942-03-01,83.0,0,0,0.094354,6.0,1.0,0
Off Course,2015-03-03,104.0,0,0,3.173875,6.0,66.0,0
Take Me to the River,2014-03-11,95.0,0,0,0.256168,5.7,3.0,0
Tammy Tell Me True,1961-07-26,97.0,0,0,0.791764,6.0,3.0,0
The Good Humor Man,1950-06-01,80.0,0,0,0.319215,7.0,1.0,0
The Scarf,1951-04-06,93.0,0,0,0.52689,5.5,3.0,0
Love Me!,2014-10-22,80.0,0,0,0.453372,4.7,10.0,0
Fighting Delinquents,1960-11-23,80.0,0,0,0.001346,0.0,0.0,0
Divines,2016-08-31,105.0,2791874,0,8.987123,8.1,161.0,-5583748
USS Indianapolis: Men of Courage,2016-09-22,128.0,40000000,0,13.417585,6.0,124.0,-80000000
Devils Bride,2016-09-09,108.0,3100000,0,3.55628,6.6,8.0,-6200000
The Raffle,1991-11-15,93.0,0,0,1.263203,5.0,3.0,0
Saint George,2016-08-31,112.0,0,0,0.507143,5.3,2.0,0
The Speak,2011-01-06,83.0,0,0,0.707666,3.0,3.0,0
Jules and Dolores,2016-09-08,84.0,0,0,0.532013,6.9,9.0,0
"Wings, Legs and Tails",1986-01-01,4.0,0,0,0.304628,4.9,8.0,0
Marathon,2002-10-15,74.0,0,0,0.002354,0.0,0.0,0
By Hook or by Crook,2001-06-17,98.0,0,0,0.05154,5.0,1.0,0
Billy Lynns Long Halftime Walk,2016-11-10,113.0,40000000,30930984,8.009568,5.9,158.0,-49069016
Born in Heinola,2016-09-07,100.0,1200000,0,0.886639,8.5,6.0,-2400000
Blair Witch,2016-09-15,90.0,5000000,45172994,11.901343,4.9,590.0,35172994
Transpecos,2016-09-09,86.0,0,0,1.864784,6.1,16.0,0
The Hollars,2016-08-25,105.0,3800000,1016985,5.723985,6.4,81.0,-6583015
Olmo & the Seagull,2015-11-05,90.0,0,0,0.509817,7.2,6.0,0
The Mysterious Death of Pérola,2014-10-27,62.0,0,0,0.363993,4.8,2.0,0
Anton Corbijn Inside Out,2012-03-22,90.0,0,0,0.676956,5.2,5.0,0
The Beatles: Eight Days a Week - The Touring Years,2016-09-15,99.0,0,0,7.078301,7.6,92.0,0
Kickboxer: Vengeance,2016-07-14,90.0,17000000,0,6.966654,4.5,103.0,-34000000
Naked,2014-11-07,61.0,0,0,0.026183,0.0,0.0,0
The Promise,2017-04-21,130.0,0,0,9.555114,7.3,69.0,0
Voice Without a Shadow,1958-10-21,92.0,0,0,0.271397,4.0,1.0,0
Loving,2016-11-04,123.0,9000000,8996802,7.977391,6.5,275.0,-9003198
After the Apocalypse,2004-03-12,72.0,0,0,0.002624,0.0,0.0,0
The Second Annual On Cinema Oscar Special,2014-03-02,119.0,0,0,0.014118,0.0,0.0,0
Miss Stevens,2016-03-12,86.0,0,0,1.427353,6.0,17.0,0
The Erotic Misadventures of the Invisible Man,2003-11-18,99.0,0,0,1.090503,5.8,4.0,0
Broken Hill,2009-09-11,102.0,0,54058,0.743271,4.7,3.0,54058
Christine,2016-10-14,123.0,0,0,8.403532,6.9,81.0,0
Wholly Communion,1965-12-31,33.0,0,0,0.151089,7.0,3.0,0
The End of Time,2012-08-03,109.0,0,0,0.303772,8.7,3.0,0
Silicon Cowboys,2016-09-16,78.0,0,0,1.297714,6.3,18.0,0
31,2016-09-15,102.0,1500000,779820,6.636625,4.9,193.0,-2220180
Comedy Central Roast of Rob Lowe,2016-09-05,81.0,0,0,0.561999,6.6,5.0,0
ARQ,2016-09-09,88.0,0,0,7.134446,6.1,340.0,0
Fan Girl,2015-12-31,100.0,0,0,2.292561,5.3,14.0,0
Prescription Thugs,2016-01-22,86.0,0,0,0.60305,6.6,16.0,0
What Remains,2005-01-01,80.0,1000000,0,0.043363,8.0,1.0,-2000000
Tell Me How I Die,2016-09-16,107.0,0,0,3.491786,5.3,44.0,0
The Adventures of Scamper the Penguin,1987-06-26,76.0,0,0,1.165088,6.3,7.0,0
Eveready Harton in Buried Treasure,1929-04-29,7.0,0,0,0.199235,7.5,4.0,0
The House of Ghosts,1908-01-01,6.0,0,0,0.550504,6.5,8.0,0
Warkop DKI Reborn: Jangkrik Boss! Part 1,2016-10-08,95.0,0,0,0.584595,7.0,3.0,0
Swamp Devil,2008-07-04,90.0,2000000,0,0.612139,3.6,8.0,-4000000
Bad Cat,2016-02-05,82.0,0,0,2.484009,7.1,12.0,0
More Things That Happened,2007-08-14,76.0,0,0,0.76115,9.2,5.0,0
Stolen Desire,1958-09-30,90.0,0,0,0.58057,6.0,5.0,0
Ten Thousand Talents,1960-12-31,24.0,0,0,0.001247,0.0,0.0,0
Herostratus,1967-07-10,142.0,0,0,0.506447,5.9,6.0,0
The Impossible Convicts,1906-01-27,3.0,0,0,0.145006,5.5,2.0,0
The Fall of the House of Usher,1928-12-31,13.0,0,0,0.338722,7.2,10.0,0
Fire at Sea,2016-02-18,108.0,0,0,2.450026,6.5,63.0,0
Nightlife,2015-07-06,85.0,0,0,0.023534,0.0,0.0,0
Life Is a Trumpet,2015-10-15,92.0,0,0,0.061353,5.0,1.0,0
Burn Burn Burn,2016-10-28,106.0,0,0,0.954408,6.5,9.0,0
Finding Altamira,2016-04-01,97.0,9500000,0,2.002313,5.7,37.0,-19000000
8,2010-04-30,9.0,0,0,0.087512,7.0,2.0,0
20th Century Boys - Chapter 2: The Last Hope,2009-01-30,0.0,0,0,1.747031,6.7,15.0,0
20th Century Boys - Chapter 3: Our Flag,2009-08-19,156.0,0,0,0.918276,6.8,16.0,0
The Candy Tangerine Man,1975-05-01,95.0,0,0,0.009192,5.0,1.0,0
Return of the Atom,2015-09-11,110.0,0,0,0.025294,0.0,0.0,0
The Piano Tuner,2011-01-04,14.0,0,0,1.060486,6.1,13.0,0
Love Stories,2016-09-15,94.0,0,0,0.356588,4.5,2.0,0
Daisy-Head Mayzie,1995-02-05,24.0,0,0,0.00177,0.0,0.0,0
Horton Hears a Who!,1970-01-01,26.0,0,0,1.211643,6.6,7.0,0
Horton Hatches the Egg,1942-04-11,10.0,0,0,0.947284,7.0,3.0,0
Fiore,2016-05-25,110.0,0,0,1.461567,6.2,32.0,0
One Kiss,2016-03-31,101.0,0,0,5.266422,7.1,88.0,0
Worldly Girl,2016-11-10,104.0,0,0,0.743868,6.6,11.0,0
For Your Sake,2015-09-03,110.0,0,0,0.536357,6.0,6.0,0
Assolo,2016-01-05,0.0,0,0,1.106699,5.0,21.0,0
The Confessions,2016-04-21,103.0,0,0,2.30083,5.5,25.0,0
The Queen of Ireland,2015-10-22,82.0,0,0,0.098526,5.0,2.0,0
Cat Girl,1957-09-01,76.0,0,0,0.115374,4.5,3.0,0
Tell Me,1980-08-25,46.0,0,0,0.09555,0.0,0.0,0
Desires,1977-01-01,98.0,0,0,0.367558,7.0,2.0,0
Monobloc,2006-10-19,83.0,0,0,0.444774,5.0,1.0,0
One Night in A City,2007-01-25,76.0,0,0,0.627843,6.7,3.0,0
The Herb of the Rat,2008-06-26,80.0,0,0,0.076349,6.5,2.0,0
Spandex Sapiens,2015-11-05,90.0,0,0,0.027059,0.0,0.0,0
Most Likely to Die,2015-08-30,81.0,0,0,3.443724,4.2,46.0,0
The Automatic Hate,2015-03-15,97.0,0,0,0.503064,6.4,5.0,0
Tower,2016-03-13,83.0,0,0,5.793238,8.1,50.0,0
Manshin: Ten Thousand Spirits,2014-03-06,110.0,0,0,0.101773,0.0,0.0,0
From the Land of the Moon,2016-10-19,120.0,10300000,47748,6.165491,6.7,63.0,-20552252
Gumball 3000: The Movie,2003-01-01,98.0,0,0,0.098902,6.0,1.0,0
White People,2015-10-30,0.0,0,0,0.681617,4.5,2.0,0
We Need to Talk,2016-02-26,0.0,0,0,1.154832,5.6,16.0,0
The Sinful Dwarf,1973-12-20,92.0,0,0,1.182635,5.8,13.0,0
Mad Doctor of Blood Island,1969-09-18,89.0,0,0,0.306937,4.1,5.0,0
Tee for Two,1945-07-21,7.0,0,0,0.306153,6.9,8.0,0
Bangkok Traffic Love Story,2009-10-15,126.0,0,0,1.619762,7.4,7.0,0
My Girl,2003-10-03,100.0,0,0,0.709985,7.2,9.0,0
Freelance,2015-10-06,130.0,455000,0,0.312737,6.9,7.0,-910000
I.T.,2016-09-09,96.0,13000000,0,21.815354,5.3,198.0,-26000000
Paranormal Entity,2009-12-22,88.0,0,0,1.59297,5.1,31.0,0
The Neighbor,2016-08-19,87.0,0,0,6.001302,5.6,76.0,0
Behind the Planet of the Apes,1998-09-05,127.0,0,0,2.172845,7.0,13.0,0
Paris 05:59: Théo & Hugo,2016-04-27,97.0,0,0,1.730661,7.5,17.0,0
Zero Woman: Red Handcuffs,1974-05-21,88.0,0,0,1.910093,6.7,14.0,0
Born Equal,2006-12-04,83.0,0,0,0.513746,6.3,3.0,0
Small Island,2009-12-06,180.0,0,0,0.662664,2.0,2.0,0
Nina,2016-04-22,90.0,0,0,3.908626,5.7,22.0,0
Twitches,2005-10-14,86.0,0,0,4.232318,5.6,77.0,0
Three Days,2001-12-09,91.0,0,0,0.429065,5.9,4.0,0
The Curse of Robert the Doll,2016-09-12,90.0,0,0,1.539873,2.7,3.0,0
The Karamazov Brothers,2008-04-24,110.0,0,0,0.607299,7.3,4.0,0
Jeremy,2016-10-21,110.0,0,0,0.844263,5.8,6.0,0
Planetarium,2016-11-16,106.0,0,0,4.172155,4.7,42.0,0
A Monster Calls,2016-10-07,108.0,43000000,46652768,24.483893,6.8,1023.0,-39347232
Desolate,2013-01-01,77.0,0,0,0.009603,0.0,0.0,0
Arrival,2016-11-10,113.0,47000000,203388186,30.83786,7.2,5729.0,109388186
Samurai Rauni,2016-09-21,80.0,56000,0,0.088382,0.0,0.0,-112000
Terminal Invasion,2002-01-01,90.0,0,0,1.481442,4.2,18.0,0
Alien Apocalypse,2005-03-26,88.0,0,0,2.376271,3.6,26.0,0
Rumbos,2016-04-24,93.0,0,0,1.051531,6.3,18.0,0
Traceroute,2016-04-28,120.0,10000,0,0.26434,8.7,4.0,-20000
The Lost Arcade,2015-11-14,79.0,0,0,0.062544,9.0,1.0,0
Blue Crush 2,2011-06-07,113.0,7000000,0,2.689455,4.8,32.0,-14000000
"I, Olga Hepnarova",2016-03-24,106.0,0,0,1.888341,7.8,10.0,0
Really Rosie,1975-02-19,27.0,0,0,2e-06,0.0,0.0,0
Storks,2016-09-22,87.0,70000000,182379278,12.687521,6.7,706.0,42379278
Journey to the Seventh Planet,1962-03-10,77.0,0,0,1.286897,4.4,15.0,0
After the Storm,2016-05-21,117.0,0,0,4.825361,7.2,55.0,0
The Secret World of Lewis Carroll,2015-01-31,59.0,0,0,0.065665,0.0,0.0,0
In the Shadow of Death,1971-12-30,80.0,0,0,0.038459,6.5,1.0,0
Zarkorr! The Invader,1996-04-30,80.0,0,0,0.648666,5.0,1.0,0
Devils Playground,2010-08-21,93.0,2400000,0,2.436746,5.2,36.0,-4800000
Loop,2016-04-14,95.0,0,0,0.037745,0.0,0.0,0
The House of Suh,2010-05-05,90.0,0,0,0.07658,4.0,2.0,0
I am not Salvador,2016-01-01,0.0,0,0,0.100054,5.0,2.0,0
Kalashnikov,2014-02-10,0.0,0,0,0.014201,0.0,0.0,0
Maximum Ride,2016-09-30,88.0,0,0,4.055025,4.5,69.0,0
Penny Pincher!,2016-09-28,89.0,0,0,8.447096,5.4,222.0,0
Money Play$,1998-08-21,92.0,0,0,0.110641,5.0,2.0,0
Auschwitz,2011-02-11,72.0,0,0,0.827141,3.3,5.0,0
Wolvesbayne,2009-10-12,87.0,0,0,3.584192,3.8,15.0,0
Sieranevada,2016-08-03,173.0,1488410,0,1.151032,7.8,16.0,-2976820
Dogs,2016-09-28,104.0,0,0,1.826317,7.0,6.0,0
Poongsan,2011-06-23,121.0,0,0,0.315971,6.3,8.0,0
Party Crashers,2012-11-30,101.0,0,0,2.052774,5.2,34.0,0
Head Over Heels 2,2012-12-28,98.0,0,0,2.36934,6.1,33.0,0
Paris Under Watch,2012-04-04,80.0,0,0,1.127613,6.2,13.0,0
Kings & Rats,2012-02-17,110.0,0,0,0.41158,3.5,2.0,0
Bellini e o Demônio,2008-09-30,120.0,0,0,0.116346,4.0,1.0,0
Boats Out of Watermelon Rinds,2004-11-26,110.0,0,0,0.567814,8.1,7.0,0
The Big I Am,2010-04-07,105.0,0,0,1.903759,5.1,8.0,0
VIPs,2011-03-25,95.0,0,0,3.734767,6.6,25.0,0
Reflections of a Blender,2010-08-19,80.0,0,0,0.113624,7.0,2.0,0
Horace and Pete,2016-01-30,436.0,0,0,1.874158,7.5,12.0,0
Audrie & Daisy,2016-09-23,95.0,0,0,3.870762,7.2,53.0,0
The Disciple,2013-09-26,93.0,0,0,0.269808,7.8,3.0,0
Iliza Shlesinger: Confirmed Kills,2016-09-23,77.0,0,0,1.182674,6.8,12.0,0
Back in Crime,2013-06-05,102.0,0,0,1.96973,6.3,11.0,0
Kenau,2014-03-06,110.0,0,0,1.515504,5.9,8.0,0
Pastorela,2011-11-11,88.0,0,0,0.967735,6.0,7.0,0
Theres Only One Jimmy Grimble,2000-08-25,106.0,0,0,3.858646,7.0,34.0,0
Going Attractions: The Definitive Story of the American Drive-in Movie,2013-06-07,85.0,0,0,0.464836,8.0,5.0,0
Endless Poetry,2016-03-23,130.0,0,0,2.522699,7.7,27.0,0
Love & Peace,2015-06-26,117.0,0,0,0.390047,7.0,9.0,0
Roles in the Wind,2015-01-08,0.0,0,0,0.469509,6.1,8.0,0
Seventh Code,2013-11-13,60.0,0,0,0.664917,6.0,4.0,0
Claude Chabrols High Heels,1972-09-29,0.0,0,0,0.947798,6.5,2.0,0
Free Fall,2014-09-25,89.0,0,0,0.446869,4.0,3.0,0
Secret Chronicle: She Beast Market,1974-09-11,83.0,0,0,1.783356,6.3,3.0,0
Homeless in America,2004-08-18,30.0,0,0,0.468157,1.0,1.0,0
Karaoke Terror,2003-11-08,112.0,0,0,0.150139,6.5,4.0,0
Catch Me If You Can,1989-10-14,106.0,0,0,1.404418,6.0,3.0,0
Peace Code,2014-09-18,101.0,1500000,0,0.023066,0.0,0.0,-3000000
Mary Pickford: The Muse of the Movies,2008-08-29,102.0,250000,0,0.136137,0.0,0.0,-500000
Bone Daddy,1998-07-19,90.0,0,0,0.110404,3.0,2.0,0
Paranoia,1967-04-19,102.0,0,0,0.153761,6.0,1.0,0
Sidewalk Stories,1989-09-15,97.0,0,0,0.078252,7.0,2.0,0
The Brain Eaters,1958-09-01,62.0,0,0,0.100607,6.5,2.0,0
The Flesh Eaters,1964-03-18,87.0,0,0,0.208676,6.3,11.0,0
The Green Glove,1952-02-28,89.0,0,0,0.700504,6.7,3.0,0
Loose Shoes,1980-08-01,84.0,0,0,0.113603,3.0,2.0,0
Level Up,2016-08-26,84.0,0,0,2.344607,4.7,16.0,0
The Girl with All the Gifts,2016-09-23,110.0,5005600,0,10.444797,6.4,453.0,-10011200
The Distinguished Citizen,2016-09-08,118.0,0,0,3.614272,7.3,37.0,0
The Hexer,2001-11-09,130.0,4600000,0,1.372661,5.4,15.0,-9200000
Abattoir,2016-12-08,98.0,0,0,4.541007,4.6,63.0,0
All Roads Lead to Rome,2016-01-14,90.0,0,0,9.57783,4.7,63.0,0
Bounty Hunters,2016-07-01,106.0,0,0,0.498127,7.1,8.0,0
In the Dark Half,2012-08-10,81.0,482910,0,0.613206,6.0,4.0,-965820
Maigret Sets a Trap,2016-03-28,120.0,0,0,1.861683,6.9,26.0,0
The Bodyguard,2016-07-15,98.0,0,0,1.645231,6.5,15.0,0
I Am a Hero,2015-03-23,126.0,0,0,5.440884,6.7,58.0,0
Railroad Tigers,2016-12-23,124.0,50000000,102205175,3.798504,6.2,22.0,2205175
Asura: The City of Madness,2016-09-28,136.0,0,0,3.075981,5.8,12.0,0
Zebra,2016-05-21,103.0,0,0,0.550522,5.0,1.0,0
Erased,2016-08-18,120.0,0,0,1.129126,6.7,3.0,0
Call of Heroes,2016-08-12,120.0,32000000,0,12.597842,6.3,25.0,-64000000
Line Walker,2016-08-11,108.0,0,88658655,1.528202,5.6,11.0,88658655
My Life as a Zucchini,2016-10-12,66.0,8000000,292279,7.321152,7.7,215.0,-15707721
Musudan,2016-03-03,87.0,500,500,0.460016,5.5,3.0,-500
Insanity,2014-11-19,98.0,0,0,1.177078,5.0,2.0,0
Everybodys Fine,2016-01-01,105.0,0,0,0.100128,0.0,0.0,0
Raiders of the Sun,1992-06-24,80.0,0,0,0.000578,3.0,1.0,0
Circus World,1964-06-25,135.0,0,0,1.447293,5.6,15.0,0
Marquis de Sade: Justine,1969-04-03,124.0,0,0,4.475666,5.8,12.0,0
Ashley,2013-08-09,92.0,0,0,1.516169,4.6,7.0,0
Zézero,1974-01-01,30.0,0,0,1e-06,0.0,0.0,0
In-Lawfully Yours,2016-09-06,85.0,0,0,1.46537,5.9,16.0,0
Freaky Ali,2016-09-09,120.0,0,0,0.446834,7.3,3.0,0
Pilot Pirxs Inquest,1979-05-27,95.0,0,0,0.894956,6.2,3.0,0
Teens in the Universe,1975-03-25,80.0,0,0,1.443911,4.7,5.0,0
Murder: No Apparent Motive,1984-01-02,0.0,0,0,5e-05,0.0,0.0,0
Failure of Engineer Garin,1973-10-15,247.0,0,0,0.194489,5.0,1.0,0
Goodbye Berlin,2016-09-15,95.0,0,0,3.244121,7.3,49.0,0
Payroll,1961-01-01,105.0,0,0,0.759767,6.4,5.0,0
The Clone Returns Home,2008-10-19,110.0,0,0,0.534662,5.9,7.0,0
True Friends,1954-04-20,102.0,0,0,0.892569,5.5,5.0,0
Watch Your Left,1936-08-20,13.0,0,0,0.518977,6.0,5.0,0
Joan Baez: How Sweet the Sound,2009-09-24,90.0,0,0,0.045928,8.0,1.0,0
Public Works,2015-12-10,115.0,0,0,1.085116,7.3,11.0,0
Sioux City,1994-04-01,102.0,0,0,0.369474,5.0,1.0,0
A Country Called Home,2015-06-13,90.0,0,0,2.09366,5.7,11.0,0
Delhi in a Day,2012-08-24,88.0,0,0,0.013968,0.0,0.0,0
Sneakerheadz,2015-03-16,73.0,0,0,0.979311,6.0,11.0,0
Redistributors,2016-07-02,82.0,500000,0,0.811783,5.1,6.0,-1000000
Red Family,2013-11-06,99.0,0,0,0.458048,4.5,3.0,0
Dangerously Excited,2011-02-01,101.0,0,0,0.739523,6.9,4.0,0
You Are My Sunshine,2005-09-23,123.0,0,0,1.034456,5.8,5.0,0
Playboy Bong,2013-08-29,100.0,0,0,0.634213,6.5,1.0,0
A Brand New Life,2009-10-29,92.0,0,0,1.332736,6.8,20.0,0
Neal Cassady,2007-10-11,80.0,0,0,0.161951,5.5,2.0,0
Crossing Point,2016-05-03,92.0,0,0,1.217114,5.7,8.0,0
The Night Stalker,2016-07-01,89.0,0,0,1.035997,6.2,10.0,0
After Midnight,2014-01-01,82.0,0,0,1.091991,1.1,4.0,0
Lost in Munich,2015-10-22,120.0,1509896,0,0.504189,8.0,5.0,-3019792
Amanda Knox,2016-09-10,92.0,0,0,9.078809,6.7,138.0,0
Brotherly Love,2015-04-24,89.0,1900000,0,1.483826,6.9,21.0,-3800000
Imperial Dreams,2014-01-20,87.0,0,0,3.002963,6.7,39.0,0
All Eyez on Me,2017-06-12,139.0,45000000,0,9.809168,6.3,436.0,-90000000
You & Me Forever,2012-09-13,82.0,0,0,1.194239,5.1,6.0,0
All the Difference,2016-01-01,83.0,0,0,0.029416,0.0,0.0,0
Im a Standard Supporter,2013-06-25,90.0,0,0,0.168535,4.5,2.0,0
Unique Brothers,2014-10-02,94.0,0,0,2.969323,5.8,65.0,0
Io che amo solo te,2015-10-22,102.0,0,0,3.046838,5.2,76.0,0
La scelta,2015-04-02,0.0,0,0,1.71044,4.7,16.0,0
Cemento Armato,2007-10-05,0.0,0,0,1.392158,6.2,21.0,0
Interrogation,2016-08-20,93.0,0,0,14.567726,4.7,23.0,0
Take Me to Town,1953-06-19,81.0,0,0,0.051803,5.0,1.0,0
The Hour Before the Dawn,1944-05-10,75.0,0,0,0.224832,7.0,1.0,0
Time Raiders,2016-08-18,123.0,0,0,0.526202,7.3,4.0,0
Star Runner,2003-01-01,103.0,0,0,0.076517,5.5,1.0,0
Moonlight Express,1999-01-01,106.0,0,0,0.177791,4.5,3.0,0
The Debt,2015-04-24,99.0,0,0,1.251677,4.3,8.0,0
El pregón,2016-01-18,0.0,0,0,1.997362,5.3,25.0,0
My Name Is Emily,2016-04-08,94.0,0,0,0.550609,6.7,3.0,0
Duell der Brüder - Die Geschichte von Adidas und Puma,2016-03-25,0.0,0,0,1.535711,7.4,10.0,0
The Seahorse,1934-01-01,15.0,0,0,0.459031,7.8,4.0,0
Voyage to the Sky,1937-01-01,11.0,0,0,0.352816,5.5,2.0,0
Gringo: The Dangerous Life of John McAfee,2016-09-24,100.0,0,0,0.983778,7.3,11.0,0
No manches Frida,2016-09-02,0.0,0,0,19.454717,7.4,48.0,0
Kicks,2016-09-09,80.0,0,0,5.206871,7.5,19.0,0
Operation Avalanche,2016-07-29,94.0,1000000,0,2.847833,6.5,58.0,-2000000
The Third Annual On Cinema Oscar Special,2015-02-22,137.0,0,0,0.020028,0.0,0.0,0
States of Grace,2005-11-04,128.0,0,0,0.73253,8.3,4.0,0
Destroyer,1988-04-01,94.0,0,0,0.233781,5.0,3.0,0
Betty Boops Big Boss,1933-06-01,7.0,0,0,0.55393,6.7,3.0,0
Body Melt,1994-10-28,81.0,0,0,2.617006,5.5,26.0,0
Enchanted April,1935-02-01,66.0,0,0,0.360422,6.5,1.0,0
Zig Zag Story,1983-05-03,100.0,0,0,0.218568,10.0,1.0,0
Killswitch,2015-03-01,72.0,0,0,0.442896,7.5,8.0,0
Parallel Courses,2016-05-20,90.0,0,0,0.56785,4.0,4.0,0
Betty Boops Museum,1932-12-16,7.0,0,0,0.160229,6.5,2.0,0
Bleed,2016-03-25,82.0,550000,0,1.559758,4.3,17.0,-1100000
The Duelist,2016-09-29,110.0,12823507,6101904,2.981184,6.0,20.0,-19545110
